time_start,time_end,Sender,Receiver,Distance
692.7,694.8,2,17,1
693.4,694.4,4,10,1
693.5,695.8,1,9,1
693.9,694.9,11,4,1
694.8,697.0,11,9,1
695.0,699.0,2,6,1
695.2,696.1,6,8,1
695.7,696.5,4,6,1
695.8,696.9,27,18,1
696.0,697.8,11,1,1
696.2,697.4,19,15,1
696.4,697.0,25,22,1
696.5,697.7,5,3,1
697.0,699.6,9,8,1
697.7,698.8,5,4,1
697.8,698.8,3,2,1
698.3,699.6,4,9,1
698.5,699.3,6,4,1
698.7,699.4,9,2,1
698.8,700.6,12,15,1
699.0,700.6,15,17,1
699.0,700.5,18,20,1
700.2,701.7,4,2,1
700.3,702.2,2,13,1
700.4,701.4,2,4,1
700.5,703.2,1,3,1
700.6,702.2,17,24,1
700.8,702.4,6,9,1
701.0,701.1,17,9,1
701.6,703.7,20,26,1
701.7,703.9,2,7,1
702.0,703.1,4,5,1
702.2,703.2,13,2,1
702.2,703.6,24,22,1
702.6,706.6,2,5,1
702.8,704.2,6,8,1
702.9,704.5,23,15,1
703.0,704.0,4,7,1
703.2,705.8,8,6,1
704.2,705.7,2,13,1
704.4,706.1,5,4,1
704.4,704.9,7,4,1
704.4,704.9,22,17,1
704.6,707.2,15,13,1
704.8,706.5,8,2,1
704.9,705.7,17,7,1
705.1,707.2,3,10,1
705.5,706.7,4,1,1
705.5,706.9,15,4,1
705.7,707.0,7,16,1
705.9,708.3,26,18,1
705.9,707.0,27,22,1
706.5,708.3,2,13,1
706.8,708.3,13,8,1
707.0,709.1,16,22,1
707.0,708.0,22,27,1
707.3,708.5,6,15,1
708.3,710.7,13,12,1
708.5,709.4,15,22,1
709.1,709.9,22,4,1
709.3,711.8,7,13,1
709.9,711.1,4,6,1
710.2,710.8,21,27,1
710.2,711.2,10,8,1
710.3,711.8,4,14,1
710.7,712.6,12,1,1
710.8,711.6,22,25,1
711.1,713.7,6,4,1
711.6,712.9,25,17,1
711.7,712.7,27,24,1
711.7,713.4,15,18,1
711.7,714.1,13,3,1
711.8,713.6,14,4,1
711.9,719.1,15,24,1
712.0,712.7,8,10,1
713.7,715.9,27,22,1
713.8,715.2,17,16,1
714.3,716.3,24,21,1
714.6,716.8,18,10,1
714.6,716.0,10,22,1
714.9,717.5,20,21,1
714.9,717.4,4,24,1
716.0,716.8,1,10,1
716.0,717.2,22,15,1
716.1,718.5,3,22,1
716.4,718.6,3,8,1
717.2,718.4,15,25,1
717.5,717.7,22,16,1
717.8,719.1,16,26,1
717.8,719.1,21,18,1
717.9,718.7,10,12,1
718.6,720.6,8,10,1
718.7,719.8,1,6,1
719.1,720.4,26,19,1
719.1,720.3,10,5,1
719.4,721.7,25,10,1
719.4,721.7,7,25,1
720.3,721.3,25,22,1
720.9,722.1,21,18,1
721.3,722.6,6,1,1
721.7,722.6,25,3,1
721.8,723.8,10,8,1
722.3,723.6,22,15,1
722.7,725.3,10,9,1
722.8,723.6,10,12,1
723.1,725.4,18,26,1
723.4,724.3,3,7,1
723.4,724.1,12,24,1
723.4,725.6,12,4,1
723.4,727.8,1,7,1
723.6,725.0,12,2,1
723.6,723.8,19,4,1
723.7,725.2,27,15,1
723.7,724.5,18,20,1
723.8,726.4,13,5,1
724.1,724.9,24,25,1
724.3,727.1,7,25,1
724.5,726.3,20,15,1
725.3,728.3,9,8,1
725.4,728.1,13,12,1
725.4,726.5,26,18,1
726.0,729.5,25,18,1
726.2,727.7,15,27,1
726.3,727.6,15,21,1
726.3,727.8,8,25,1
726.5,727.6,18,15,1
727.0,728.7,2,25,1
727.1,729.3,25,22,1
727.8,729.2,7,8,1
728.6,730.3,21,11,1
728.7,729.6,27,28,1
728.7,730.3,25,8,1
728.8,731.3,8,1,1
729.3,730.9,22,3,1
729.7,730.9,8,2,1
729.9,731.0,5,3,1
730.0,731.7,6,4,1
730.5,731.6,4,1,1
730.8,732.2,28,17,1
730.9,731.9,3,18,1
731.0,732.3,8,2,1
731.2,733.8,24,15,1
731.5,733.0,9,1,1
732.2,734.6,1,10,1
732.3,733.9,3,4,1
732.4,733.7,16,7,1
732.6,733.7,3,2,1
732.7,734.9,4,11,1
732.9,734.1,8,6,1
733.0,734.2,18,16,1
733.2,734.1,2,5,1
733.4,734.6,1,2,1
733.7,734.9,2,3,1
734.1,736.0,5,25,1
734.2,735.7,17,28,1
734.3,735.6,4,6,1
734.4,736.6,1,12,1
734.6,734.7,4,14,1
734.7,736.3,2,8,1
734.9,736.8,3,9,1
735.3,735.8,19,16,1
735.3,737.2,16,17,1
735.8,737.5,16,17,1
735.8,737.3,11,2,1
736.3,737.1,6,3,1
736.7,737.6,2,14,1
736.8,738.5,9,3,1
736.8,738.2,8,21,1
737.3,738.4,8,2,1
737.6,738.6,14,2,1
737.8,739.0,28,22,1
737.9,739.1,10,4,1
739.0,741.2,17,26,1
739.3,741.2,21,19,1
739.5,740.3,2,25,1
739.6,740.6,4,2,1
740.3,742.0,3,6,1
740.6,741.9,3,5,1
741.2,742.4,19,28,1
741.3,743.2,25,24,1
741.5,743.4,9,13,1
742.1,744.1,6,3,1
742.3,743.3,18,21,1
742.4,744.1,28,18,1
743.2,744.4,2,6,1
743.3,744.4,21,18,1
743.5,743.8,2,22,1
743.7,745.6,2,1,1
743.9,745.7,26,20,1
744.1,746.4,18,27,1
744.2,745.1,5,3,1
744.4,745.2,18,20,1
744.7,746.3,13,11,1
744.7,745.7,6,3,1
744.7,745.8,24,22,1
745.5,748.8,3,9,1
745.8,747.2,23,8,1
745.8,747.4,20,17,1
745.8,747.1,22,25,1
745.9,748.0,6,13,1
746.8,748.0,3,25,1
747.3,747.5,3,21,1
747.5,748.7,9,24,1
747.7,749.2,24,18,1
748.2,750.2,8,10,1
748.4,750.3,12,9,1
748.5,750.5,25,20,1
748.6,750.3,1,3,1
748.6,750.8,27,25,1
748.7,749.9,24,19,1
749.8,752.3,27,21,1
749.8,751.5,1,26,1
749.8,750.8,9,5,1
750.0,751.1,1,2,1
750.2,751.0,10,3,1
750.2,752.5,2,13,1
750.3,752.2,9,12,1
750.5,751.2,20,16,1
750.8,752.1,25,22,1
751.0,751.8,19,9,1
751.2,752.0,16,20,1
751.2,752.9,15,11,1
751.3,754.3,7,1,1
751.5,752.8,11,2,1
751.8,754.8,9,14,1
751.9,753.0,13,2,1
752.0,752.4,20,1,1
752.0,753.1,16,21,1
752.2,753.4,3,1,1
752.3,754.3,21,16,1
752.5,753.7,13,5,1
752.6,754.8,7,12,1
752.7,754.1,26,17,1
752.8,754.7,2,27,1
752.9,754.0,11,6,1
753.0,754.8,2,13,1
753.0,754.7,21,6,1
753.1,754.9,5,3,1
753.7,754.9,18,25,1
753.8,756.0,3,15,1
754.0,755.2,1,2,1
754.2,754.4,1,22,1
754.3,756.1,6,12,1
754.8,756.5,13,22,1
755.0,756.2,18,19,1
755.6,757.0,1,4,1
755.8,757.1,2,8,1
756.1,756.8,12,7,1
756.2,757.3,25,16,1
756.3,757.2,3,6,1
756.4,757.5,5,2,1
756.6,758.4,8,9,1
756.9,758.0,21,10,1
757.2,758.3,15,25,1
757.2,758.2,19,23,1
757.2,759.5,26,25,1
758.0,759.8,10,18,1
758.3,759.3,8,2,1
758.7,759.5,22,17,1
758.9,759.6,21,1,1
759.1,761.0,2,11,1
759.1,761.2,25,26,1
759.8,760.4,18,26,1
760.5,762.2,27,18,1
760.7,761.6,16,18,1
760.8,763.6,25,16,1
760.8,762.8,7,11,1
761.1,764.4,6,5,1
761.1,762.1,18,26,1
761.2,763.1,26,15,1
761.3,763.7,4,8,1
761.6,762.8,18,26,1
761.6,763.5,21,23,1
761.7,763.2,4,14,1
761.8,762.9,2,3,1
761.9,763.6,6,11,1
762.8,763.5,26,18,1
762.9,764.5,3,8,1
763.1,765.8,19,28,1
763.4,764.6,18,22,1
763.6,764.5,17,22,1
764.0,767.2,26,20,1
764.5,765.4,8,2,1
764.5,767.4,22,28,1
764.6,765.6,18,4,1
764.6,766.1,22,26,1
764.8,767.3,23,16,1
764.8,765.7,14,2,1
764.9,767.3,12,2,1
765.2,766.4,5,2,1
765.3,766.7,2,18,1
765.7,767.0,11,7,1
765.9,767.5,10,3,1
766.4,767.9,2,8,1
766.7,768.0,18,26,1
767.1,769.1,5,4,1
767.6,769.6,2,9,1
767.9,769.3,8,12,1
768.0,769.4,26,4,1
768.0,770.8,26,23,1
768.2,770.1,8,10,1
768.4,769.3,28,12,1
768.4,769.6,5,1,1
768.5,769.2,2,5,1
768.6,770.0,22,16,1
768.6,770.0,16,15,1
769.1,772.1,2,28,1
769.2,770.9,7,8,1
769.3,771.0,12,19,1
769.5,770.2,3,6,1
770.2,772.1,17,23,1
770.4,771.6,5,25,1
770.8,771.7,23,25,1
771.4,773.3,10,4,1
771.5,773.6,1,28,1
771.9,773.6,4,11,1
771.9,773.2,18,16,1
772.1,773.0,8,13,1
772.1,774.4,23,22,1
773.0,773.9,13,8,1
773.2,774.1,16,15,1
773.4,776.4,16,26,1
773.8,774.5,4,6,1
774.1,775.5,2,11,1
774.1,775.5,4,11,1
774.3,777.3,9,2,1
774.4,777.5,22,11,1
774.9,775.7,15,16,1
775.5,776.6,11,4,1
775.5,780.2,11,4,1
776.4,777.8,16,22,1
776.4,777.6,11,12,1
776.5,778.3,11,4,1
776.5,778.4,2,25,1
776.9,777.8,9,8,1
777.1,777.7,8,1,1
777.4,781.2,11,3,1
777.6,778.7,4,2,1
778.2,778.8,2,3,1
778.2,779.4,11,8,1
778.4,780.0,25,1,1
778.6,780.3,1,8,1
778.8,780.6,22,17,1
778.8,780.6,8,1,1
778.9,780.8,3,10,1
779.2,780.5,5,8,1
780.0,781.6,1,4,1
780.3,780.8,8,28,1
780.4,781.3,24,20,1
780.6,781.7,1,24,1
780.8,782.5,28,27,1
781.2,782.0,4,6,1
781.2,783.4,8,12,1
781.3,781.9,20,15,1
781.5,782.4,2,19,1
781.6,782.6,12,2,1
781.7,782.9,24,22,1
781.8,783.9,8,3,1
781.8,785.5,3,6,1
781.9,783.6,15,18,1
782.2,784.4,8,19,1
782.2,783.4,10,3,1
782.7,784.0,3,2,1
782.7,783.5,6,7,1
782.9,784.0,22,26,1
783.1,784.9,18,3,1
783.6,784.1,19,27,1
783.8,785.8,2,11,1
783.9,785.7,7,4,1
784.1,785.2,27,18,1
784.1,785.8,17,16,1
784.1,785.8,10,3,1
784.2,786.0,12,3,1
784.4,785.6,2,9,1
784.4,785.4,19,28,1
784.6,785.6,18,15,1
784.7,785.4,25,22,1
785.2,785.4,27,8,1
785.5,786.5,3,24,1
785.6,786.8,15,18,1
785.7,788.1,3,7,1
786.1,788.0,18,25,1
786.2,787.8,28,17,1
786.3,787.0,5,12,1
786.4,788.0,9,13,1
786.5,788.1,26,18,1
786.5,788.1,24,22,1
786.6,787.0,22,27,1
786.8,789.5,3,12,1
786.8,789.3,16,19,1
787.0,789.1,21,17,1
787.0,789.0,11,13,1
787.2,789.3,25,24,1
787.7,788.9,12,11,1
787.8,788.1,17,22,1
788.0,788.5,25,12,1
788.1,789.6,22,8,1
788.5,789.9,18,22,1
788.8,790.8,18,10,1
789.3,790.7,24,26,1
789.5,790.9,7,5,1
789.5,790.3,1,3,1
789.6,789.9,8,22,1
789.7,791.4,11,6,1
789.8,791.1,9,8,1
790.3,791.8,3,4,1
790.9,791.2,13,16,1
791.1,791.9,17,15,1
791.1,791.4,8,28,1
791.2,794.2,10,3,1
791.5,792.7,9,21,1
791.7,793.8,26,24,1
791.8,793.3,4,7,1
792.5,794.1,12,3,1
792.6,794.9,5,15,1
792.6,794.4,4,7,1
792.7,793.8,22,20,1
792.7,793.9,19,22,1
793.1,794.7,24,8,1
793.1,794.2,18,25,1
793.3,794.2,15,17,1
793.7,796.8,6,12,1
793.8,795.5,20,15,1
793.9,796.0,22,27,1
794.7,795.9,8,5,1
794.7,795.7,3,14,1
795.0,796.4,4,1,1
796.0,797.7,7,9,1
796.1,797.3,8,13,1
796.4,797.5,15,28,1
796.7,798.4,25,24,1
797.5,798.4,14,5,1
797.6,799.2,27,13,1
797.7,798.6,7,2,1
797.7,798.3,21,7,1
798.1,799.8,21,8,1
798.3,801.1,7,9,1
798.7,801.1,1,8,1
798.9,801.1,24,26,1
799.2,800.3,24,22,1
799.8,800.9,8,26,1
800.3,801.6,22,18,1
800.4,801.3,28,15,1
800.5,801.5,25,24,1
800.5,801.9,5,6,1
800.9,802.1,26,1,1
801.0,801.5,13,8,1
801.5,802.7,8,13,1
802.0,803.0,18,25,1
802.1,804.3,2,8,1
802.7,804.0,13,8,1
802.7,805.2,3,10,1
802.8,804.2,8,13,1
802.8,804.0,2,9,1
803.0,804.6,25,19,1
803.0,806.6,1,4,1
803.0,806.5,5,20,1
803.3,804.8,9,3,1
803.3,804.4,15,2,1
803.3,804.3,6,14,1
803.6,805.9,15,26,1
803.8,805.4,23,1,1
804.0,804.7,9,8,1
804.3,806.6,8,23,1
804.9,805.9,8,2,1
805.2,806.5,10,2,1
805.4,806.7,1,28,1
805.6,807.2,15,14,1
805.7,808.4,2,22,1
805.8,807.4,8,9,1
805.9,807.1,13,1,1
806.5,807.8,27,18,1
806.6,808.6,26,2,1
806.6,806.9,23,2,1
806.7,807.6,28,16,1
807.1,808.5,1,13,1
807.3,808.5,3,6,1
807.4,808.9,9,25,1
807.5,811.9,2,14,1
807.5,808.1,2,15,1
807.5,809.0,19,16,1
807.6,809.3,16,20,1
808.4,810.7,22,26,1
808.4,810.8,4,25,1
808.5,813.7,2,15,1
808.5,810.4,13,7,1
808.6,809.6,2,22,1
808.9,811.0,11,2,1
808.9,810.1,25,12,1
809.0,810.2,16,25,1
809.1,810.1,7,1,1
809.6,811.2,15,28,1
810.0,812.2,20,15,1
810.1,814.2,12,9,1
810.1,810.9,1,2,1
810.2,811.2,25,19,1
810.4,811.9,7,13,1
811.0,812.8,22,15,1
811.5,811.8,18,14,1
811.8,812.8,5,7,1
812.0,812.5,16,15,1
812.0,813.6,12,10,1
812.1,812.9,26,22,1
812.2,814.2,15,18,1
812.5,813.7,6,10,1
812.7,814.2,2,11,1
813.6,815.1,13,10,1
813.9,815.9,10,16,1
814.0,816.2,15,10,1
814.0,815.5,16,22,1
814.2,817.1,11,6,1
814.2,815.8,18,20,1
814.3,815.5,5,8,1
814.5,815.5,7,9,1
814.6,816.1,22,23,1
814.9,816.9,19,11,1
815.0,817.2,10,8,1
815.5,816.8,22,23,1
815.5,817.8,22,16,1
815.7,817.6,14,18,1
815.9,821.9,16,11,1
816.1,817.2,10,11,1
816.7,818.8,20,15,1
816.7,818.9,9,3,1
816.9,818.9,15,19,1
817.8,818.7,10,2,1
818.0,818.8,23,21,1
818.1,818.6,8,22,1
818.4,820.9,6,7,1
818.4,820.3,8,15,1
818.7,821.3,24,15,1
819.4,820.3,2,1,1
819.5,820.8,13,2,1
819.8,821.2,21,23,1
820.0,822.1,23,1,1
820.1,822.2,15,16,1
820.2,821.3,3,2,1
820.3,821.4,1,3,1
820.5,821.6,18,17,1
820.6,821.7,8,7,1
821.1,823.2,19,26,1
821.1,822.7,11,6,1
821.3,823.7,15,21,1
821.3,822.3,9,3,1
821.4,823.2,2,5,1
821.4,822.7,3,6,1
821.8,823.0,27,15,1
822.0,823.7,20,6,1
822.1,823.0,1,9,1
822.5,824.7,11,4,1
822.6,825.1,7,4,1
822.6,824.7,11,5,1
822.9,824.5,24,27,1
823.0,825.0,17,22,1
823.0,824.2,9,10,1
823.0,823.9,16,20,1
823.7,828.6,28,9,1
824.1,825.5,18,19,1
824.2,825.3,7,9,1
824.5,826.1,6,11,1
824.6,826.7,6,2,1
824.6,826.8,23,26,1
824.8,826.7,7,10,1
824.9,826.7,2,5,1
825.0,826.6,22,21,1
825.1,826.0,20,27,1
825.3,826.2,10,1,1
825.4,826.2,26,19,1
825.5,826.7,19,26,1
825.5,826.7,2,13,1
825.7,828.0,21,18,1
826.6,828.9,21,26,1
826.7,828.1,2,8,1
826.7,827.2,13,22,1
826.9,828.2,1,2,1
827.0,828.1,5,11,1
827.3,828.5,19,16,1
827.4,828.3,9,4,1
827.7,828.9,27,17,1
827.7,828.6,26,18,1
827.9,829.7,11,10,1
828.1,831.3,7,20,1
828.1,829.5,8,2,1
828.4,831.2,10,4,1
828.5,831.4,4,15,1
828.6,830.2,9,11,1
828.6,830.0,5,28,1
828.9,830.9,17,9,1
829.5,830.5,4,22,1
829.5,830.9,26,18,1
829.5,832.0,18,22,1
830.5,832.7,26,18,1
830.9,834.3,22,23,1
831.2,833.0,11,4,1
831.4,833.5,15,22,1
831.8,832.0,2,17,1
832.0,833.2,22,15,1
832.0,833.7,9,13,1
832.4,834.9,18,22,1
832.5,834.9,28,22,1
832.6,833.4,16,18,1
832.6,835.5,16,19,1
833.1,834.3,2,6,1
833.2,834.5,27,21,1
833.5,834.6,22,25,1
833.7,835.3,13,18,1
834.0,835.4,22,19,1
834.1,835.1,15,27,1
834.3,835.7,26,18,1
834.5,837.1,21,16,1
834.5,836.2,1,2,1
834.6,836.7,25,18,1
834.9,837.6,22,18,1
834.9,835.8,18,22,1
835.0,837.7,22,20,1
835.5,837.6,19,15,1
835.7,837.1,18,21,1
836.5,837.8,4,6,1
836.6,838.4,9,2,1
836.7,839.8,19,21,1
836.7,840.9,18,8,1
836.8,838.7,22,25,1
836.9,838.2,27,18,1
837.0,840.1,22,6,1
837.1,838.8,16,27,1
837.6,837.8,18,7,1
837.9,838.3,8,21,1
838.2,840.9,23,13,1
838.3,839.6,4,11,1
838.5,840.0,20,5,1
838.7,840.6,6,13,1
838.7,839.4,21,24,1
839.0,840.5,6,11,1
839.3,843.8,18,11,1
839.5,840.4,19,15,1
839.8,841.2,21,23,1
839.8,841.7,2,9,1
840.0,842.6,26,23,1
840.3,841.4,25,23,1
840.5,841.5,11,4,1
840.7,841.7,8,5,1
841.6,842.6,22,9,1
841.8,842.9,18,21,1
842.6,844.0,15,25,1
842.6,844.7,23,5,1
842.6,844.7,8,11,1
842.7,844.0,11,6,1
842.9,845.1,3,4,1
843.5,844.3,4,2,1
843.8,844.7,10,3,1
843.8,845.7,23,12,1
843.8,846.8,23,16,1
843.8,844.6,19,25,1
844.3,845.5,6,12,1
844.3,845.6,2,4,1
844.7,846.3,5,26,1
844.7,846.5,3,2,1
844.8,846.1,24,16,1
844.9,846.3,25,15,1
845.4,845.8,9,15,1
845.4,846.5,27,24,1
845.5,847.3,11,3,1
845.6,847.5,25,24,1
846.3,847.7,26,19,1
846.8,847.8,4,12,1
846.8,849.0,11,5,1
847.2,847.8,2,4,1
847.3,848.7,12,9,1
847.7,849.0,2,7,1
847.8,850.3,4,13,1
847.9,848.0,4,16,1
848.4,849.7,12,6,1
848.4,850.5,3,6,1
848.4,848.6,15,2,1
848.7,850.4,9,22,1
849.4,851.3,4,1,1
849.9,850.8,24,25,1
849.9,851.3,25,19,1
850.0,850.8,7,2,1
850.2,851.6,13,18,1
850.3,852.2,16,23,1
850.3,851.4,13,5,1
851.3,853.8,1,7,1
851.3,853.5,19,16,1
851.5,852.4,22,21,1
851.7,852.8,2,5,1
852.2,853.1,25,17,1
852.3,852.9,6,2,1
852.5,854.3,3,1,1
852.5,853.6,19,23,1
852.7,854.9,22,20,1
852.9,855.1,16,25,1
853.3,854.2,23,24,1
853.5,855.9,10,18,1
853.6,857.2,2,9,1
853.8,855.3,7,2,1
853.8,855.1,6,3,1
854.0,855.1,25,21,1
854.5,856.0,17,16,1
854.6,857.5,10,9,1
854.9,857.3,1,10,1
854.9,855.2,20,12,1
855.1,857.0,25,26,1
855.2,857.7,5,8,1
855.3,856.9,2,1,1
855.4,857.2,9,4,1
855.4,856.4,13,10,1
856.0,856.9,12,6,1
856.2,858.1,12,25,1
856.3,857.5,5,4,1
856.8,858.0,9,14,1
856.8,858.1,21,17,1
857.0,857.8,18,10,1
857.1,858.3,7,8,1
857.3,858.9,10,1,1
857.5,860.6,4,3,1
858.0,860.3,14,1,1
858.1,859.5,25,3,1
858.2,859.4,19,26,1
858.2,859.5,26,20,1
858.6,860.3,10,1,1
859.0,860.6,8,12,1
859.5,860.8,20,26,1
859.5,862.0,12,5,1
859.9,861.0,17,27,1
860.0,861.0,8,7,1
860.1,860.8,1,4,1
860.1,864.3,9,13,1
860.6,862.4,28,27,1
860.6,860.8,16,5,1
860.8,863.1,4,28,1
860.8,861.6,26,19,1
861.3,862.4,1,9,1
861.4,862.6,26,20,1
861.6,861.7,19,5,1
861.7,863.7,12,3,1
861.7,863.7,1,7,1
862.0,864.0,5,13,1
862.6,863.6,7,8,1
862.6,864.2,10,1,1
862.7,864.5,4,7,1
862.8,865.2,9,7,1
862.9,864.3,3,11,1
863.1,864.4,28,17,1
863.2,864.9,27,8,1
863.6,865.0,10,13,1
864.2,865.2,1,17,1
864.4,866.3,17,7,1
864.5,865.4,27,24,1
864.5,866.1,20,21,1
864.5,865.4,7,4,1
864.7,866.4,1,3,1
864.8,867.9,23,5,1
864.9,866.2,8,3,1
864.9,867.1,3,1,1
865.0,865.7,13,8,1
865.2,867.6,17,4,1
865.5,866.6,6,7,1
865.9,866.5,26,19,1
865.9,867.9,8,26,1
866.3,867.3,7,2,1
866.6,866.8,4,7,1
866.8,867.6,8,12,1
867.1,869.1,7,10,1
867.2,868.6,21,15,1
867.3,869.7,2,8,1
867.6,870.2,4,6,1
867.6,869.6,13,9,1
867.6,869.7,16,15,1
867.8,868.6,24,17,1
867.9,869.4,5,7,1
867.9,868.8,15,23,1
868.0,869.1,19,22,1
868.5,869.6,7,5,1
868.7,871.1,17,11,1
868.7,870.6,7,26,1
869.1,871.3,22,16,1
869.4,871.2,3,5,1
869.4,871.8,7,6,1
869.5,870.7,17,27,1
869.7,871.2,8,4,1
870.0,871.6,5,1,1
870.1,872.9,23,28,1
870.5,871.8,15,18,1
870.5,872.2,3,10,1
870.6,871.9,26,21,1
870.8,872.2,24,27,1
871.5,873.7,9,2,1
871.7,873.4,11,1,1
871.8,873.4,6,5,1
871.8,873.2,27,23,1
871.9,873.3,21,7,1
872.5,873.9,4,5,1
872.8,874.7,15,18,1
873.0,874.2,18,27,1
873.2,873.9,1,2,1
874.2,875.8,23,17,1
874.4,876.2,5,20,1
874.5,877.2,1,4,1
874.5,876.5,16,17,1
874.6,875.8,10,6,1
875.1,876.6,7,5,1
875.9,877.0,16,27,1
876.1,877.8,20,25,1
876.2,877.9,20,16,1
876.2,878.2,24,16,1
876.4,879.7,2,5,1
876.5,878.1,17,15,1
876.6,878.6,5,10,1
876.6,879.3,18,26,1
876.7,879.1,17,21,1
877.0,879.0,6,8,1
877.0,878.5,5,7,1
877.2,879.4,4,13,1
877.5,878.8,27,19,1
878.1,878.4,16,23,1
878.2,881.6,16,8,1
878.3,879.6,28,20,1
878.4,879.5,23,28,1
879.3,880.1,27,24,1
879.7,881.4,5,6,1
879.8,880.8,21,18,1
880.4,881.5,14,5,1
880.7,882.7,3,19,1
880.7,882.3,20,21,1
880.8,882.8,28,21,1
881.1,883.0,15,24,1
881.4,883.2,1,18,1
881.4,882.7,26,22,1
881.4,883.8,6,13,1
881.5,882.8,18,21,1
882.1,883.8,10,9,1
882.3,884.1,3,1,1
883.2,884.3,18,19,1
883.5,886.5,5,10,1
883.7,885.3,24,18,1
883.8,884.5,22,18,1
883.9,886.4,8,5,1
884.1,887.1,21,18,1
884.1,885.3,1,5,1
884.3,886.5,24,20,1
884.8,885.5,21,23,1
884.9,885.6,18,17,1
885.0,887.0,13,9,1
885.3,886.0,18,22,1
885.3,886.8,5,12,1
885.5,887.6,7,27,1
886.3,887.6,19,20,1
886.6,887.9,18,17,1
887.0,889.6,22,16,1
887.1,888.4,18,25,1
887.3,888.7,23,27,1
887.9,891.6,23,25,1
888.0,891.1,9,14,1
888.2,890.8,16,6,1
888.3,890.1,20,17,1
888.4,890.0,12,8,1
888.5,889.7,5,4,1
888.8,891.4,20,19,1
888.9,890.4,9,2,1
889.0,890.9,10,3,1
889.1,890.7,19,21,1
889.6,892.3,16,26,1
889.6,891.8,27,17,1
889.8,891.6,4,9,1
890.8,892.6,6,25,1
891.3,892.6,8,5,1
891.5,892.7,17,22,1
891.6,895.2,4,1,1
891.9,896.8,17,24,1
892.5,893.4,17,23,1
892.5,893.4,17,19,1
892.6,896.4,25,16,1
892.9,895.8,25,11,1
893.4,894.6,21,17,1
893.6,895.4,3,9,1
894.1,895.0,19,28,1
894.3,895.5,9,12,1
894.5,896.1,23,9,1
894.6,895.6,5,6,1
895.4,898.4,9,5,1
895.6,896.7,6,2,1
895.8,897.2,17,27,1
896.1,897.6,9,8,1
896.5,897.3,3,2,1
896.8,898.0,16,17,1
897.0,897.6,18,28,1
897.5,898.5,22,19,1
897.6,898.4,12,4,1
897.6,899.8,28,10,1
897.9,898.8,24,21,1
898.2,899.0,27,24,1
898.2,898.9,28,27,1
898.2,900.7,8,5,1
898.3,899.5,2,11,1
898.3,899.6,26,23,1
898.8,900.5,17,19,1
898.9,901.3,18,2,1
899.0,900.5,24,15,1
899.2,899.8,19,22,1
899.4,900.4,27,18,1
899.6,900.6,23,19,1
899.7,900.4,27,17,1
899.7,901.8,5,7,1
899.8,900.8,28,23,1
899.9,901.4,23,1,1
900.0,901.2,24,22,1
900.7,904.5,5,8,1
900.8,904.1,23,21,1
900.9,901.9,18,17,1
900.9,902.7,10,22,1
901.5,902.7,5,25,1
901.5,904.1,28,10,1
901.8,902.9,25,19,1
902.0,904.1,18,25,1
902.6,903.5,4,9,1
902.7,904.6,22,12,1
902.7,904.3,22,15,1
902.8,903.9,22,19,1
902.8,904.1,17,21,1
903.5,904.0,9,23,1
904.7,906.3,15,21,1
904.7,907.5,9,8,1
904.8,908.4,19,22,1
904.9,906.0,23,24,1
905.1,907.1,21,5,1
905.6,907.1,8,2,1
905.6,909.4,17,10,1
905.9,907.4,19,25,1
906.0,908.4,25,28,1
906.4,907.6,15,18,1
906.4,908.6,12,11,1
906.7,907.7,22,23,1
907.0,908.4,27,22,1
907.1,908.8,5,26,1
907.1,909.2,24,13,1
907.8,908.8,7,6,1
908.3,908.4,2,3,1
908.3,910.2,13,4,1
908.4,910.1,28,1,1
908.6,910.2,8,12,1
908.8,909.2,26,20,1
908.8,910.2,6,7,1
908.9,910.4,25,17,1
908.9,910.2,12,25,1
909.0,910.2,21,26,1
909.3,910.4,21,16,1
909.5,911.1,18,9,1
909.7,911.8,5,4,1
910.1,911.3,1,4,1
910.2,913.2,25,22,1
910.2,912.1,2,19,1
910.5,911.2,27,17,1
910.9,911.9,26,23,1
911.2,912.3,17,8,1
911.7,913.3,17,20,1
911.8,912.5,4,23,1
912.1,913.4,13,2,1
912.1,912.7,7,28,1
912.2,918.2,12,12,1
912.2,913.4,22,16,1
912.3,913.6,15,9,1
912.7,913.9,28,26,1
912.8,914.1,23,25,1
912.8,914.1,4,1,1
913.2,914.5,22,17,1
913.3,913.5,20,5,1
913.6,916.2,10,13,1
913.9,915.0,19,18,1
913.9,915.4,26,9,1
914.1,916.3,14,10,1
914.2,915.5,2,26,1
914.4,915.7,4,7,1
914.5,915.5,17,16,1
914.6,916.2,16,17,1
915.4,916.0,9,26,1
915.4,916.5,19,27,1
915.5,917.4,4,13,1
915.7,917.5,7,2,1
915.9,917.4,18,27,1
916.0,917.3,9,3,1
916.2,919.2,17,19,1
916.2,917.3,5,11,1
916.3,918.2,10,3,1
916.5,916.9,16,17,1
916.9,919.2,17,24,1
917.7,918.7,25,23,1
918.0,919.7,11,7,1
918.2,925.0,11,14,1
918.6,918.7,23,5,1
919.0,923.3,13,10,1
919.2,920.8,26,24,1
919.5,921.0,1,10,1
919.6,920.7,3,14,1
919.6,920.7,23,24,1
920.2,921.8,24,26,1
920.5,922.0,24,17,1
920.7,921.0,7,20,1
