time_start,time_end,sender_id,receiver_id,empty_columns_sequence
812100,812900,26,22,1111111010111010110111111101
812200,814200,15,18,1111110011111011110110101111
812500,813700,6,10,1111111011010111010111111101
812700,814200,2,11,1101111111101011111111101001
813600,815100,13,10,1101111111101011111011101011
813900,815900,10,16,0101111111111011101011111101
814000,816200,15,10,1111111011001111011110111101
814000,815500,16,22,1111011111100111011001111111
814200,815800,18,20,1111110011111011110110101111
814200,817100,11,6,1101111111101011111111101001
814300,815500,5,8,1011111111100111011001111111
814500,815500,7,9,1111111011010111010111111101
814600,816100,22,23,1111111010111010110111111101
814900,816900,19,11,1111011111100111111101011110
815000,817200,10,8,1101101111110111111111011010
815500,816800,22,23,1111110011111010110011111111
815500,817800,22,16,1111011111100111011001111111
815700,817600,14,18,1111111011010111010111111101
815900,821900,16,11,0101111111111011101011111101
816100,817200,10,11,1101111111101011111011101011
816700,818900,9,3,1111111011010111010111111101
816700,818800,20,15,1111110011111011110110101111
816900,818900,15,19,1111100111111011111001111110
817800,818700,10,2,1111111011001111011110111101
818000,818800,23,21,1111111010111010110111111101
818100,818600,8,22,1111011111100111111101011110
818400,820300,8,15,1011111111100111011001111111
818400,820900,6,7,1101111111101011111111101001
818700,821300,24,15,1110111111110011111111011001
819400,820300,2,1,1111111011001111011110111101
819500,820800,13,2,1111100111111011111001111110
819800,821200,21,23,1111111010111010110111111101
820000,822100,23,1,1111110011111010110011111111
820100,822200,15,16,1111110011111011110110101111
820200,821300,3,2,1111111011010111010111111101
820300,821400,1,3,1111111011001111011110111101
820500,821600,18,17,1101101111110101111111011110
820600,821700,8,7,1101101111110111111111011010
821100,823200,19,26,1111100111111011111001111110
821100,822700,11,6,1101111111101011111011101011
821300,822300,9,3,1111011111100111011001111111
821300,823700,15,21,1110111111110011111111011001
821400,822700,3,6,1111111011001111011110111101
821400,823200,2,5,1111111011010111010111111101
821800,823000,27,15,1111110100111111111110011110
822000,823700,20,6,1111110011111011110110101111
822100,823000,1,9,1111110011111010110011111111
822500,824700,11,4,1111011111100111111101011110
822600,825100,7,4,1111011111100111111101011110
822600,824700,11,5,0101111111111011101011111101
822900,824500,24,27,1111110011111010111011111011
823000,824200,9,10,1111110011111010110011111111
823000,823900,16,20,1111110011111011110110101111
823000,825000,17,22,1101101111110101111111011110
823700,828600,28,9,1011111111100111011001111111
824100,825500,18,19,1111011111100111011001111111
824200,825300,7,9,1101111111101011111111101001
824500,826100,6,11,1101111111101011111011101011
824600,826700,6,2,1111110100111111111110011110
824600,826800,23,26,1111111010111010110111111101
824800,826700,7,10,1101101111110111111111011010
824900,826700,2,5,1111111011010111010111111101
825000,826600,22,21,1101101111110101111111011110
825100,826000,20,27,1111110011111011110110101111
825300,826200,10,1,1111110011111010110011111111
825400,826200,26,19,1111100111111011111001111110
825500,826700,2,13,1111100111111011111001111110
825500,826700,19,26,1111011111100111011001111111
825700,828000,21,18,1110111111110011111111011001
826600,828900,21,26,1101101111110101111111011110
826700,828100,2,8,1111110100111111111110011110
826700,827200,13,22,1111100111111011111001111110
826900,828200,1,2,1111110011111010110011111111
827000,828100,5,11,0101111111111011101011111101
827300,828500,19,16,1111100111111011111001111110
827400,828300,9,4,1101111111101011111111101001
827700,828600,26,18,1111011111100111011001111111
827700,828900,27,17,1111110011111010111011111011
827900,829700,11,10,1101111111101011111011101011
828100,829500,8,2,1111110100111111111110011110
828100,831300,7,20,1111111011001111110111111100
828400,831200,10,4,1101101111110111111111011010
828500,831400,4,15,1111011111100111111101011110
828600,830000,5,28,1111111011010111010111111101
828600,830200,9,11,1011111111100111011001111111
828900,830900,17,9,1111110011111010111011111011
829500,830500,4,22,1111011111100111111101011110
829500,832000,18,22,1111011111100111011001111111
829500,830900,26,18,1111111010111010110111111101
830500,832700,26,18,1101101111110101111111011110
830900,834300,22,23,1111100111111011111001111110
831200,833000,11,4,0101111111111011101011111101
831400,833500,15,22,1111011111100111111101011110
831800,832000,2,17,1111110011111010110011111111
832000,833200,22,15,1111011111100111011001111111
832000,833700,9,13,1111110011111010111011111011
832400,834900,18,22,1111111010111010110111111101
832500,834900,28,22,1011111111100111011001111111
832600,835500,16,19,1111111110011011111001011111
832600,833400,16,18,1111100111111011111001111110
833100,834300,2,6,1111110100111111111110011110
833200,834500,27,21,1111110011111011110110101111
833500,834600,22,25,1111011111100111111101011110
833700,835300,13,18,1111110011111010111011111011
834000,835400,22,19,1111011111100111111101011110
834100,835100,15,27,1111011111100111011001111111
834300,835700,26,18,1111111011010111010111111101
834500,837100,21,16,1111110011111011110110101111
834500,836200,1,2,1111111011001111110111111100
834600,836700,25,18,1111011111100111111101011110
834900,835800,18,22,1111100111111011111001111110
834900,837600,22,18,1011111111100111011001111111
835000,837700,22,20,1111111011010111010111111101
835500,837600,19,15,1111111110011011111001011111
835700,837100,18,21,1111111011010111010111111101
836500,837800,4,6,0101111111111011101011111101
836600,838400,9,2,1111111011001111011110111101
836700,840900,18,8,1111011111100111111101011110
836700,839800,19,21,1110110111110010111011111110
836800,838700,22,25,1111100111111011111001111110
836900,838200,27,18,1111011111100111011001111111
837000,840100,22,6,1111111010111010110111111101
837100,838800,16,27,1111110011111011110110101111
837600,837800,18,7,1011111111100111011001111111
837900,838300,8,21,1110111111110011111111011001
838200,840900,23,13,1111100111111011111001111110
838300,839600,4,11,1101111111101011111111101001
838500,840000,20,5,1111111011010111010111111101
838700,840600,6,13,1111110100111111111110011110
838700,839400,21,24,1111111011010111010111111101
839000,840500,6,11,0101111111111011101011111101
839300,843800,18,11,1111011111100111011001111111
839500,840400,19,15,1111110011111010111011111011
839800,841700,2,9,1111111011001111110111111100
839800,841200,21,23,1110110111110010111011111110
840000,842600,26,23,1011111111100111011001111111
840300,841400,25,23,1111100111111011111001111110
840500,841500,11,4,1101111111101011111111101001
840700,841700,8,5,1101111111101011111011101011
841600,842600,22,9,1110111011111010111011111110
841800,842900,18,21,1111010111111010110111111101
842600,844000,15,25,1111110011111010111011111011
842600,844700,23,5,1011111111100111011001111111
842600,844700,8,11,1111011111100111111101011110
842700,844000,11,6,0101111111111011101011111101
842900,845100,3,4,1111111110011011111001011111
843500,844300,4,2,1101111111101011111111101001
843800,845700,23,12,1110110111110010111011111110
843800,844700,10,3,1111110011111010110011111111
843800,844600,19,25,1111011111100111111101011110
843800,846800,23,16,1111100111111011111001111110
844300,845600,2,4,1101111111101011111111101001
844300,845500,6,12,0101111111111011101011111101
844700,846500,3,2,1111110011111010110011111111
844700,846300,5,26,1011111111100111011001111111
844800,846100,24,16,1111111011010111010111111101
844900,846300,25,15,1111110011111010111011111011
845400,846500,27,24,1110111011111010111011111110
845400,845800,9,15,1111111011001111110111111100
845500,847300,11,3,1111011111100111011001111111
845600,847500,25,24,1111011111100111111101011110
846300,847700,26,19,1011111111100111011001111111
846800,847800,4,12,1111111110011011111001011111
846800,849000,11,5,1111110110110111110111011110
847200,847800,2,4,1111110011111010110011111111
847300,848700,12,9,0101111111111011101011111101
847700,849000,2,7,1110111111110011111111011001
847800,850300,4,13,1111110011111010110011111111
847900,848000,4,16,1111111011001111110111111100
848400,848600,15,2,1111110011111010111011111011
848400,849700,12,6,1111111110011011111001011111
848400,850500,3,6,1111011111100111011001111111
848700,850400,9,22,0101111111111011101011111101
849400,851300,4,1,1101111111101011111111101001
849900,851300,25,19,1111011111100111111101011110
849900,850800,24,25,1111011111100111111101011110
850000,850800,7,2,1110111111110011111111011001
850200,851600,13,18,1111010111111010110111111101
850300,852200,16,23,1111100111111011111001111110
850300,851400,13,5,1111110011111010110011111111
851300,853800,1,7,1101111111101011111111101001
851300,853500,19,16,1111011111100111111101011110
851500,852400,22,21,1111110011111010111011111011
851700,852800,2,5,1110111111110011111111011001
852200,853100,25,17,1111011111100111111101011110
852300,852900,6,2,1111111110011011111001011111
852500,854300,3,1,1111111011010111010111111101
852500,853600,19,23,1011111111100111011001111111
852700,854900,22,20,1111011111110011111111011010
852900,855100,16,25,1111110100111111111110011110
853300,854200,23,24,1111100111111011111001111110
853500,855900,10,18,1111111011010111010111111101
853600,857200,2,9,1111111110011011111001011111
853800,855300,7,2,1101111111101011111111101001
853800,855100,6,3,1111011111100111011001111111
854000,855100,25,21,1110110111110010111011111110
854500,856000,17,16,1111011111100111111101011110
854600,857500,10,9,1110111011111010111011111110
854900,855200,20,12,1111011111110011111111011010
854900,857300,1,10,1111111011010111010111111101
855100,857000,25,26,1111110100111111111110011110
855200,857700,5,8,1111110110110111110111011110
855300,856900,2,1,1101111111101011111111101001
855400,857200,9,4,1111111010111010110111111101
855400,856400,13,10,1111010111111010110111111101
856000,856900,12,6,1111011111110011111111011010
856200,858100,12,25,1111100111111011111001111110
856300,857500,5,4,1111110011111010110011111111
856800,858000,9,14,1101101111110111111111011010
856800,858100,21,17,1110110111110010111011111110
857000,857800,18,10,1111111011010111010111111101
857100,858300,7,8,1101101111110101111111011110
857300,858900,10,1,1111111011010111010111111101
857500,860600,4,3,1111110011111010110011111111
858000,860300,14,1,1101101111110111111111011010
858100,859500,25,3,1111100111111011111001111110
858200,859500,26,20,1111110100111111111110011110
858200,859400,19,26,1111100111111011111001111110
858600,860300,10,1,1111111011010111010111111101
859000,860600,8,12,1111110110110111110111011110
859500,860800,20,26,1111110100111111111110011110
859500,862000,12,5,1111110011111010111011111011
859900,861000,17,27,1110110111110010111011111110
860000,861000,8,7,1101101111110101111111011110
860100,864300,9,13,1110111011111010111011111110
860100,860800,1,4,1101111111101011111111101001
860600,860800,16,5,1110111111110011111111011001
860600,862400,28,27,1011111111100111011001111111
860800,861600,26,19,1111100111111011111001111110
860800,863100,4,28,1101111111101011111111101001
861300,862400,1,9,1101101111110111111111011010
861400,862600,26,20,1111110100111111111110011110
861600,861700,19,5,1111100111111011111001111110
861700,863700,12,3,1111110110110111110111011110
861700,863700,1,7,1111111011010111010111111101
862000,864000,5,13,1111110011111010111011111011
862600,863600,7,8,1101101111110101111111011110
862600,864200,10,1,1111011111100111111101011110
862700,864500,4,7,1111111010111010110111111101
862800,865200,9,7,0101111111111011101011111101
862900,864300,3,11,1111100111111011111001111110
863100,864400,28,17,1101111111101011111111101001
863200,864900,27,8,1011111111100111011001111111
863600,865000,10,13,1111010111111010110111111101
864200,865200,1,17,1111011111100111111101011110
864400,866300,17,7,1101111111101011111111101001
864500,865400,27,24,1110110111110010111011111110
864500,865400,7,4,1111111010111010110111111101
864500,866100,20,21,1111110100111111111110011110
864700,866400,1,3,1111111011010111010111111101
864800,867900,23,5,1111111011001111110111111100
864900,867100,3,1,1111110110110111110111011110
864900,866200,8,3,1011111111100111011001111111
865000,865700,13,8,1111010111111010110111111101
865200,867600,17,4,1111011111100111111101011110
865500,866600,6,7,1111011111110011111111011010
865900,866500,26,19,1111100111111011111001111110
865900,867900,8,26,1101101111110101111111011110
866300,867300,7,2,1101111111101011111111101001
866600,866800,4,7,1111111010111010110111111101
866800,867600,8,12,1111010111111010110111111101
867100,869100,7,10,0101111111111011101011111101
867200,868600,21,15,1111110100111111111110011110
867300,869700,2,8,1101111111101011111111101001
867600,869600,13,9,1111110011111010111011111011
867600,870200,4,6,1111011111100111111101011110
867600,869700,16,15,1111011111100111011001111111
867800,868600,24,17,1110110111110010111011111110
867900,868800,15,23,1111111010111010110111111101
867900,869400,5,7,1111111011001111110111111100
868000,869100,19,22,1111100111111011111001111110
868500,869600,7,5,1111111011010111010111111101
868700,871100,17,11,1111110011111011110110101111
868700,870600,7,26,1101101111110101111111011110
869100,871300,22,16,1111100111111011111001111110
869400,871800,7,6,1111111011001111110111111100
869400,871200,3,5,1111111011010111010111111101
869500,870700,17,27,1110110111110010111011111110
869700,871200,8,4,1101111111101011111111101001
870000,871600,5,1,1111111011010111010111111101
870100,872900,23,28,1111111010111010110111111101
870500,872200,3,10,1011111111100111011001111111
870500,871800,15,18,1111110100111111111110011110
870600,871900,26,21,1101101111110101111111011110
870800,872200,24,27,1111011111110011111111011010
871500,873700,9,2,1111110011111010111011111011
871700,873400,11,1,1111100111111011111001111110
871800,873400,6,5,1111111011001111110111111100
871800,873200,27,23,1110110111110010111011111110
871900,873300,21,7,1101101111110101111111011110
872500,873900,4,5,1101111111101011111111101001
872800,874700,15,18,1111011111100111011001111111
873000,874200,18,27,1111110100111111111110011110
873200,873900,1,2,1111111011010111010111111101
874200,875800,23,17,1110110111110010111011111110
874400,876200,5,20,1101111111101011111111101001
874500,876500,16,17,1111011111100111111101011110
874500,877200,1,4,1111100111111011111001111110
874600,875800,10,6,1011111111100111011001111111
875100,876600,7,5,1101101111110101111111011110
875900,877000,16,27,1111100111111011111001111110
876100,877800,20,25,1111111011001111110111111100
876200,878200,24,16,1101101111110111111111011010
876200,877900,20,16,1101111111101011111111101001
876400,879700,2,5,1111110011111010111011111011
876500,878100,17,15,1111011111100111111101011110
876600,878600,5,10,1101101111110101111111011110
876600,879300,18,26,1111011111100111011001111111
876700,879100,17,21,1110110111110010111011111110
877000,879000,6,8,1011111111100111011001111111
877000,878500,5,7,1111111011010111010111111101
877200,879400,4,13,1111100111111011111001111110
877500,878800,27,19,1111011111110011111111011010
878100,878400,16,23,1111110011111011110110101111
878200,881600,16,8,1101101111110111111111011010
878300,879600,28,20,1111111010111010110111111101
878400,879500,23,28,1111110011111011110110101111
879300,880100,27,24,1111100111111011111001111110
879700,881400,5,6,1111110011111010111011111011
879800,880800,21,18,1110110111110010111011111110
880400,881500,14,5,1111111011010111010111111101
880700,882300,20,21,1111111010111010110111111101
880700,882700,3,19,1111111110011011111001011111
880800,882800,28,21,1111110011111011110110101111
881100,883000,15,24,1111011111100111111101011110
881400,883200,1,18,1101111111101011111111101001
881400,882700,26,22,1111011111100111011001111111
881400,883800,6,13,1111110011111010111011111011
881500,882800,18,21,1110110111110010111011111110
882100,883800,10,9,1101101111110101111111011110
882300,884100,3,1,1111110110110111110111011110
883200,884300,18,19,1101111111101011111111101001
883500,886500,5,10,1111111011010111010111111101
883700,885300,24,18,1111100111111011111001111110
883800,884500,22,18,1111011111100111011001111111
883900,886400,8,5,1101101111110111111111011010
884100,885300,1,5,1111110110110111110111011110
884100,887100,21,18,1111110011111011110110101111
884300,886500,24,20,1111011111100111111101011110
884800,885500,21,23,1110110111110010111011111110
884900,885600,18,17,1111100111111011111001111110
885000,887000,13,9,1111110011111010111011111011
885300,886800,5,12,1111110110110111110111011110
885300,886000,18,22,1111011111100111011001111111
885500,887600,7,27,1111111110011011111001011111
886300,887600,19,20,1111011111110011111111011010
886600,887900,18,17,1111100111111011111001111110
887000,889600,22,16,1111011111100111011001111111
887100,888400,18,25,1111110011111011110110101111
887300,888700,23,27,1110110111110010111011111110
887900,891600,23,25,1111100111111011111001111110
888000,891100,9,14,1101101111110101111111011110
888200,890800,16,6,1111111110011011111001011111
888300,890100,20,17,1111011111100111111101011110
888400,890000,12,8,1111110110110111110111011110
888500,889700,5,4,1101101111110111111111011010
888800,891400,20,19,1111011111110011111111011010
888900,890400,9,2,1111110011111010111011111011
889000,890900,10,3,1111111011010111010111111101
889100,890700,19,21,1110111011111010111011111110
889600,892300,16,26,1111011111100111011001111111
889600,891800,27,17,1110110111110010111011111110
889800,891600,4,9,1111111010111010110111111101
890800,892600,6,25,1111111110011011111001011111
891300,892600,8,5,1111110110110111110111011110
891500,892700,17,22,1111011111100111111101011110
891600,895200,4,1,1101101111110111111111011010
891900,896800,17,24,1111100111111011111001111110
892500,893400,17,19,1111110011111010111011111011
892500,893400,17,23,1110110111110010111011111110
892600,896400,25,16,1111111110011011111001011111
892900,895800,25,11,1111110011111011110110101111
893400,894600,21,17,1110111011111010111011111110
893600,895400,3,9,1111111011010111010111111101
894100,895000,19,28,1111110011111010111011111011
894300,895500,9,12,1111111010111010110111111101
894500,896100,23,9,1110110111110010111011111110
894600,895600,5,6,1111110110110111110111011110
895400,898400,9,5,1111111011010111010111111101
895600,896700,6,2,1111110110110111110111011110
895800,897200,17,27,1110111011111010111011111110
896100,897600,9,8,1110110111110010111011111110
896500,897300,3,2,1111100111111011111001111110
896800,898000,16,17,1111111110011011111001011111
897000,897600,18,28,1110111111110011111111011001
897500,898500,22,19,1111011111100111111101011110
897600,898400,12,4,1111111010111010110111111101
897600,899800,28,10,1110111111110011111111011001
897900,898800,24,21,1111111011001111011110111101
898200,899000,27,24,1110111011111010111011111110
898200,898900,28,27,1101111111101011111011101011
898200,900700,8,5,1110110111110010111011111110
898300,899500,2,11,1111100111111011111001111110
898300,899600,26,23,1111011111100111011001111111
898800,900500,17,19,1111111110011011111001011111
898900,901300,18,2,1111011111100111111101011110
899000,900500,24,15,1110111011111010111011111110
899200,899800,19,22,1111011111100111111101011110
899400,900400,27,18,1101111111101011111011101011
899600,900600,23,19,1111011111100111011001111111
899700,901800,5,7,1111111011001111110111111100
899700,900400,27,17,1111110011111011110110101111
899800,900800,28,23,1111110011111011110110101111
899900,901400,23,1,1111010111111010110111111101
900000,901200,24,22,1101101111110111111111011010
900700,904500,5,8,1110110111110010111011111110
900800,904100,23,21,1111110011111011110110101111
900900,902700,10,22,1110111111110011111111011001
900900,901900,18,17,1101101111110101111111011110
901500,904100,28,10,1111110011111010111011111011
901500,902700,5,25,1111111011010111010111111101
901800,902900,25,19,1101111111101011111111101001
902000,904100,18,25,1101111111101011111011101011
902600,903500,4,9,1111010111111010110111111101
902700,904600,22,12,1110111111110011111111011001
902700,904300,22,15,1111011111100111111101011110
902800,903900,22,19,1101101111110111111111011010
902800,904100,17,21,1101101111110101111111011110
903500,904000,9,23,1111010111111010110111111101
904700,907500,9,8,1111110110110111110111011110
904700,906300,15,21,1110111011111010111011111110
904800,908400,19,22,1111111110011011111001011111
904900,906000,23,24,1111010111111010110111111101
905100,907100,21,5,1101101111110101111111011110
905600,909400,17,10,1111111011001111110111111100
905600,907100,8,2,1110110111110010111011111110
905900,907400,19,25,1101101111110111111111011010
906000,908400,25,28,1101111111101011111011101011
906400,908600,12,11,1110111111110011111111011001
906400,907600,15,18,1111011111100111111101011110
906700,907700,22,23,1111110011111010111011111011
907000,908400,27,22,1111011111100111111101011110
907100,908800,5,26,1101101111110101111111011110
907100,909200,24,13,1111010111111010110111111101
907800,908800,7,6,1111111011010111010111111101
908300,908400,2,3,1110110111110010111011111110
908300,910200,13,4,1111111011001111011110111101
908400,910100,28,1,1101111111101011111011101011
908600,910200,8,12,1111110110110111110111011110
908800,909200,26,20,1101101111110101111111011110
908800,910200,6,7,1111111011010111010111111101
908900,910400,25,17,1101101111110111111111011010
908900,910200,12,25,0101111111111011101011111101
909000,910200,21,26,1110111011111010111011111110
909300,910400,21,16,1111110011111011110110101111
909500,911100,18,9,1111011111100111111101011110
909700,911800,5,4,1111111011010111010111111101
910100,911300,1,4,1101111111101011111011101011
910200,913200,25,22,0101111111111011101011111101
910200,912100,2,19,1111011111100111011001111111
910500,911200,27,17,1111011111100111111101011110
910900,911900,26,23,1110111011111010111011111110
911200,912300,17,8,1111011111100111111101011110
911700,913300,17,20,1101101111110111111111011010
911800,912500,4,23,1111111011010111010111111101
912100,912700,7,28,1111111011010111010111111101
912100,913400,13,2,1111010111111010110111111101
912200,913400,22,16,1111111110011011111001011111
912200,918200,12,12,1111110110110111110111011110
912300,913600,15,9,1111110011111010111011111011
912700,913900,28,26,1111111011010111010111111101
912800,914100,23,25,1110111011111010111011111110
912800,914100,4,1,1111100111111011111001111110
913200,914500,22,17,0101111111111011101011111101
913300,913500,20,5,1101101111110111111111011010
913600,916200,10,13,1111111011001111110111111100
913900,915000,19,18,1111011111100111011001111111
913900,915400,26,9,1111111011010111010111111101
914100,916300,14,10,1111011111100111111101011110
914200,915500,2,26,1111010111111010110111111101
914400,915700,4,7,1111111011001111011110111101
914500,915500,17,16,0101111111111011101011111101
914600,916200,16,17,1111111110011011111001011111
915400,916500,19,27,1111011111110011111111011010
915400,916000,9,26,1111111011010111010111111101
915500,917400,4,13,1101111111101011111011101011
915700,917500,7,2,1111111011001111011110111101
915900,917400,18,27,1111011111100111011001111111
916000,917300,9,3,1111011111100111111101011110
916200,917300,5,11,1101101111110101111111011110
916200,919200,17,19,1111111110011011111001011111
916300,918200,10,3,1111011111100111111101011110
916500,916900,16,17,0101111111111011101011111101
916900,919200,17,24,0101111111111011101011111101
917700,918700,25,23,1110111011111010111011111110
918000,919700,11,7,1101101111110101111111011110
918200,925000,11,14,1111110100111111111110011110
918600,918700,23,5,1111110011111011110110101111
919000,923300,13,10,1111111011001111110111111100
919200,920800,26,24,1111111011010111010111111101
919500,921000,1,10,1111100111111011111001111110
919600,920700,23,24,1110111011111010111011111110
919600,920700,3,14,1111011111100111111101011110
920200,921800,24,26,0101111111111011101011111101
920500,922000,24,17,1110111111110011111111011001
920700,921000,7,20,1101101111110101111111011110
921900,922900,24,21,1110111011111010111011111110
922600,923600,27,24,1111011111100111011001111111
923000,925400,8,10,1101101111110111111111011010
923300,924300,10,2,1111111011001111110111111100
923300,925100,26,23,0101111111111011101011111101
923400,924200,17,16,1110111111110011111111011001
923500,924800,9,3,1111111010111010110111111101
923600,926200,19,22,1111111110011011111001011111
923700,925700,10,13,1111100111111011111001111110
923700,926200,21,27,1110111011111010111011111110
924300,926300,5,9,1111110011111011110110101111
924800,926100,3,9,1111111010111010110111111101
924900,925000,5,25,1111110011111010110011111111
926300,928700,9,25,1111110011111011110110101111
926400,927900,10,8,1101101111110111111111011010
926700,929600,9,25,1111111010111010110111111101
926800,929700,13,11,1111010111111010110111111101
927000,929100,23,26,0101111111111011101011111101
927300,929900,10,11,1101111111101011111111101001
927300,929300,16,18,1110111111110011111111011001
927400,928700,27,17,1110111011111010111011111110
928500,930700,8,2,1101101111110111111111011010
928500,929900,2,4,1111111011001111011110111101
928700,930300,18,24,1111011111100111111101011110
928700,929800,25,28,1111110011111011110110101111
929100,930400,13,12,1111100111111011111001111110
929100,930400,26,24,0101111111111011101011111101
929300,930400,18,20,1110111111110011111111011001
929700,931400,17,21,1110111011111010111011111110
930000,931100,2,7,1111111011001111110111111100
930400,931300,2,21,1111110100111111111110011110
930600,931800,11,13,1101111111101011111111101001
930900,932700,25,17,1111111010111010110111111101
931000,932000,28,23,1111110011111011110110101111
931100,932100,16,15,1101111111101011111011101011
931200,932400,11,13,1111010111111010110111111101
931300,932600,21,26,1111110100111111111110011110
931600,932800,3,14,1111011111100111111101011110
931800,933500,13,11,1101111111101011111111101001
931900,933100,2,5,1101101111110111111111011010
932400,934100,24,15,1111011111100111111101011110
932400,934400,13,15,1111010111111010110111111101
932500,933000,4,9,1111111011001111011110111101
932700,934100,17,22,1111111010111010110111111101
932700,934700,7,9,1111111011001111110111111100
932800,934200,14,3,1111011111100111111101011110
932900,933600,10,2,1111111011010111010111111101
933000,935200,24,8,0101111111111011101011111101
933100,934800,15,16,1101111111101011111011101011
933100,935300,23,1,1011111111100111011001111111
933400,934700,26,20,1111110100111111111110011110
933500,935300,21,27,1110111011111010111011111110
933600,935300,2,4,1111111011010111010111111101
934400,934600,15,8,1111010111111010110111111101
934600,936000,11,2,1101111111101011111111101001
934700,935900,20,19,1111110100111111111110011110
934900,936400,5,2,1101101111110111111111011010
935200,937200,23,21,1111110011111011110110101111
935200,936000,5,3,1111110011111010110011111111
935200,937200,22,24,1111111010111010110111111101
935300,939700,1,19,1011111111100111011001111111
935400,937200,19,21,1110110111110010111111101110
935700,937000,3,8,1111011111100111111101011110
935700,937100,15,17,1111011111100111111101011110
935800,936800,9,2,1111111011001111011110111101
935900,937000,15,20,1111010111111010110111111101
936000,938000,2,11,1101111111101011111111101001
936000,937200,3,6,1111110011111010110011111111
936800,938300,19,18,1111110100111111111110011110
936800,938500,2,9,1111111011001111011110111101
937200,938600,24,21,1111111010111010110111111101
937700,939000,20,3,1111010111111010110111111101
938000,939000,2,1,1101101111110111111111011010
938300,940500,11,17,1101111111101011111011101011
938400,939300,17,22,1111011111100111111101011110
938500,941000,6,13,1111110011111010110011111111
938500,940300,27,26,1110111011111010111011111110
938600,941700,21,13,1111111010111010110111111101
938700,939900,21,23,1110110111110010111111101110
939300,941200,11,7,1101111111101011111111101001
939400,941500,28,16,1111111110011011111001011111
939500,941200,18,15,1111110100111111111110011110
939600,940400,4,18,1111111011010111010111111101
939600,940800,3,8,1111010111111010110111111101
939700,944000,19,16,1011111111100111011001111111
940000,942000,1,7,1101101111110111111111011010
940400,941600,9,2,1111111011001111011110111101
940400,942000,18,25,1111111011010111010111111101
941000,942600,13,9,1111110011111010110011111111
941700,945000,13,12,1111111010111010110111111101
941800,943300,23,18,1110110111110010111111101110
942000,942400,7,19,1101101111110111111111011010
942200,943300,15,18,1111110100111111111110011110
942300,943900,16,25,1110111111110011111111011001
942500,943500,22,17,1111011111100111111101011110
942900,944200,16,1,1111111110011011111001011111
943100,945600,8,4,1111010111111010110111111101
943300,944300,17,18,1101111111101011111011101011
943300,943900,18,15,1111110100111111111110011110
943600,946400,17,21,1111111011001111110111111100
943800,944800,16,24,1111111011001111011110111101
943800,944500,26,23,1110111011111010111011111110
944100,945400,25,20,1111111011010111010111111101
944700,946800,17,24,1111011111100111111101011110
944800,944900,24,2,1111111011001111011110111101
944900,946300,25,21,1110111111110011111111011001
945000,946700,12,4,1111111010111010110111111101
945200,947100,18,22,1101111111101011111011101011
945400,946700,23,21,1110111011111010111011111110
945500,946600,26,18,1111100111111011111001111110
945800,947200,4,21,1111011111110011111111011010
946000,948400,17,28,1111110011111011110110101111
946300,948000,10,2,1101101111110111111111011010
946400,947300,20,21,1111111011010111010111111101
947200,949300,7,9,1101111111101011111111101001
947200,948200,21,20,1111011111110011111111011010
947300,948500,6,10,1111110011111011110110101111
947500,947600,6,16,1111111011001111011110111101
947700,949100,21,25,1110111011111010111011111110
948000,949000,24,15,1111011111100111111101011110
948300,949700,18,27,1110110111110010111111101110
948300,949400,21,25,1111111011010111010111111101
948400,949700,28,13,1111110011111011110110101111
948500,949400,10,6,1111110011111011110110101111
948500,950200,21,28,1110111111110011111111011001
948500,951000,9,18,1111110011111010110011111111
948600,951800,15,26,1111110100111111111110011110
949000,950900,2,8,1101101111110111111111011010
949900,951000,9,1,1111011111100111111101011110
950000,950900,4,3,1111010111111010110111111101
950200,952000,28,21,1110111111110011111111011001
950400,952000,1,5,1111111011001111011110111101
950700,951600,5,7,1101101111110101110111111110
951200,951400,6,28,1111110011111011110110101111
951600,952700,7,5,1101101111110101110111111110
951800,954200,15,17,1111011111100111111101011110
951800,954600,27,18,1111111110011011111001011111
951800,952900,27,20,1110110111110010111111101110
951900,954000,17,23,1101111111101011111111101001
952300,957700,16,11,1011111111100111011001111111
952800,954700,25,15,1111111011010111010111111101
952900,953800,20,27,1110110111110010111111101110
953000,954700,21,17,1111110011111011110110101111
953000,955400,21,25,1110111111110011111111011001
953100,953900,25,18,1110111011111010111011111110
953400,954300,26,18,1111100111111011111001111110
953500,953900,24,15,1111110110110111110111011110
953600,954900,8,4,1101101111110111111111011010
953600,955300,20,11,1111011111110011111111011010
953600,953700,5,21,1111111011001111011110111101
953900,956200,4,11,0101111111111011101011111101
954000,955200,23,15,1101111111101011111111101001
954200,957500,17,20,1111011111100111111101011110
954500,955600,5,4,1101101111110101110111111110
954700,955700,28,27,1111110011111011110110101111
954900,955800,4,11,1101101111110111111111011010
955000,956100,27,1,1110110111110010111111101110
955000,956100,18,17,1111110011111010110011111111
955400,958900,15,4,1111100111111011111001111110
955500,956200,21,26,1111111011010111010111111101
955700,956600,27,28,1111110011111011110110101111
955800,956500,11,4,1101101111110111111111011010
956100,957800,15,25,1111110110110111110111011110
956100,959500,17,9,1111110011111010110011111111
956200,957100,26,18,1111111011010111010111111101
956300,958300,15,19,1101111111101011111111101001
956500,958500,4,14,1101101111110111111111011010
956600,959400,11,9,1111011111110011111111011010
956600,958600,28,27,1111110011111011110110101111
